QBarcode,Milk,MilkSv,SoyMlk,SoyMlkSv,RicMlk,RicMlkSv,Latte,LatteSv,Coffee,CoffeeSv,CofCrm,CofCrmSv,TomJc,TomJcSv,OrngJc,OrngJcSv,Jce100,Jce100Sv,CranJc,CranJcSv,FortJc,FortJcSv,Dsoda,DsodaSv,Rsoda,RsodaSv,Slmfst,SlmfstSv,Water,WaterSv,Beer,BeerSv,WinRed,WinRedSv,WinWht,WinWhtSv,Liquor,LiquorSv,Alc18,Alc30,Alc45,Alc60
678,2,2,99,2,0,2,99,1,99,2,7,2,99,1,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,2,2,1,1,2,1,99,2,99,1,66,66
681,0,2,0,2,0,2,7,2,7,2,0,2,2,2,2,2,2,2,6,2,0,2,2,2,0,2,5,1,9,2,0,2,0,2,0,2,0,2,0,1,2,0
683,4,3,0,2,0,2,1,2,7,3,7,2,1,2,3,3,2,2,2,2,0,2,3,2,7,3,0,2,6,3,5,3,0,2,0,2,2,2,3,66,66,66
685,5,2,0,2,0,2,0,2,5,3,5,3,0,2,5,2,0,2,0,2,0,2,5,3,5,3,0,2,5,3,0,2,0,2,0,2,0,2,2,2,1,66
693,4,2,0,2,0,2,2,2,0,2,0,2,2,2,3,2,3,2,1,2,0,2,5,2,0,2,2,2,7,2,0,2,0,2,3,2,3,2,2,1,1,66
695,5,1,0,2,0,2,0,2,9,3,0,2,1,2,2,2,0,2,0,2,0,2,6,2,1,2,0,2,9,3,3,3,1,2,1,2,1,2,1,2,2,66
696,4,1,0,2,0,2,1,1,7,1,7,1,2,1,1,1,4,1,0,2,0,2,4,1,0,2,99,2,99,2,0,2,0,2,4,1,0,2,0,1,1,1
698,2,2,0,2,0,2,3,2,6,2,1,1,2,1,2,1,2,1,2,1,2,1,4,2,0,2,0,2,8,2,0,2,0,2,0,2,0,2,99,99,99,99
700,7,2,0,2,0,2,3,2,1,2,1,2,2,2,4,2,6,2,2,2,1,2,4,2,4,2,1,2,7,2,1,2,1,2,1,2,1,2,1,66,66,66
716,4,2,0,2,0,2,2,2,7,2,7,2,1,2,1,2,1,2,1,2,0,2,7,2,0,2,0,2,9,2,99,2,99,2,99,2,99,2,99,99,99,99
721,1,2,0,2,0,2,0,2,7,2,7,2,1,2,6,2,0,2,5,2,0,2,0,2,2,2,0,2,7,2,0,2,0,2,0,2,0,2,0,0,0,0
729,0,2,0,2,0,2,2,1,0,2,0,2,0,2,0,2,1,1,2,1,0,2,0,2,0,2,1,1,7,1,1,1,4,1,0,2,1,1,1,1,2,1
740,0,2,0,2,0,2,2,2,7,2,0,2,4,2,6,2,2,1,2,1,0,2,0,2,4,2,0,2,6,1,0,2,0,2,0,2,0,2,3,3,2,1
743,2,2,0,2,0,2,0,2,6,2,0,2,1,2,6,2,1,1,1,1,0,2,1,2,0,2,0,2,7,2,2,2,6,2,2,2,0,2,1,2,2,3
744,5,2,0,2,0,2,0,2,6,2,6,2,2,2,1,2,3,2,0,2,0,2,0,2,0,2,0,2,9,3,5,2,7,2,0,2,4,2,2,4,4,4
745,6,2,0,2,0,2,0,2,0,2,0,2,0,2,4,2,0,2,0,2,0,2,8,2,0,2,6,2,6,2,0,2,0,2,0,2,0,2,2,0,0,66
750,0,2,0,2,0,2,0,2,7,2,0,2,1,2,3,2,0,2,0,2,0,2,1,2,0,2,0,2,7,2,4,2,4,2,4,2,0,2,3,3,3,66
754,6,1,0,2,0,2,5,1,5,1,5,1,0,2,1,1,0,2,0,2,0,2,0,2,0,2,0,2,8,2,0,2,6,2,0,2,1,1,0,1,2,2
761,0,2,0,2,0,2,0,2,8,2,0,2,0,2,6,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,6,2,0,2,3,4
762,4,1,0,2,0,2,1,1,7,1,3,1,1,1,1,1,1,1,1,1,1,2,4,1,4,1,0,2,8,1,0,2,1,1,1,1,1,1,0,0,0,66
763,6,2,0,2,0,2,1,2,7,2,0,2,2,2,6,2,0,2,0,2,0,2,6,2,0,2,0,2,9,3,5,2,0,2,0,2,0,2,3,3,4,66
764,0,2,0,2,0,2,8,3,9,3,0,2,0,2,3,1,0,2,8,2,0,2,0,2,1,1,0,2,0,2,0,2,1,1,1,1,0,2,0,0,1,1
768,7,2,0,2,0,2,5,3,6,2,6,3,0,2,1,2,1,2,0,2,0,2,6,2,3,2,0,2,7,2,0,2,1,2,1,2,0,2,1,1,66,66
772,1,2,0,2,0,2,1,2,7,2,0,2,0,2,2,2,0,2,0,2,0,2,1,2,0,2,0,2,9,2,0,2,0,2,0,2,0,2,0,0,0,0
783,2,1,0,2,0,2,5,1,9,3,9,3,0,2,3,1,3,1,3,1,3,1,0,2,0,2,0,2,9,2,0,2,1,1,1,1,0,2,1,1,66,66
786,3,1,99,2,99,2,0,2,6,2,6,2,1,2,0,2,0,2,0,2,0,2,1,2,0,2,0,2,7,2,1,1,6,1,1,1,1,1,1,1,1,3
787,0,2,1,1,0,2,1,1,7,2,0,2,1,2,1,2,1,2,1,1,0,2,2,2,1,1,0,2,9,3,0,2,3,1,1,1,1,1,2,2,2,66
788,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,99,99,99
789,7,2,0,2,0,2,1,2,0,2,0,2,1,1,4,1,2,1,1,1,0,2,2,2,0,2,0,2,8,2,4,1,2,2,3,2,1,2,2,1,2,66
790,9,1,0,2,0,2,1,1,9,1,0,2,1,1,9,1,0,2,0,2,0,2,1,2,8,1,0,2,9,1,0,2,1,1,1,1,1,3,1,1,1,1
791,1,1,0,2,0,2,1,2,8,2,7,2,0,2,1,1,1,1,1,2,1,2,8,2,0,2,0,2,9,2,0,2,0,2,0,2,0,2,1,1,1,66
794,3,1,4,1,0,2,1,1,6,2,6,1,4,2,6,1,6,1,4,1,0,2,1,2,1,2,0,2,7,2,2,1,4,2,1,2,2,2,0,2,2,66
795,0,2,0,2,0,2,1,2,7,2,0,2,1,2,1,2,1,2,1,2,0,2,1,2,0,2,0,2,8,2,2,2,1,2,1,2,0,2,1,2,2,1
796,4,2,0,2,0,2,3,2,7,2,7,2,2,2,4,2,3,2,2,2,0,2,4,2,0,2,0,2,7,2,0,2,6,2,6,2,3,2,0,0,1,2
800,6,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,8,2,99,2,99,2,99,2,99,2,99,99,99,99
802,0,2,0,2,0,2,0,2,7,2,7,2,0,2,1,2,0,2,1,2,0,2,6,2,0,2,0,2,7,2,0,2,1,2,1,2,2,2,0,2,66,66
805,6,2,0,2,0,2,0,2,7,2,0,2,0,2,6,2,4,2,4,2,0,2,0,2,0,2,0,2,8,2,4,2,4,2,4,2,4,2,3,3,3,66
809,0,2,0,2,0,2,2,2,7,2,0,2,2,2,2,2,2,2,2,2,1,2,0,2,4,2,0,2,7,2,0,2,0,2,0,2,0,2,1,1,1,0
810,6,2,0,2,0,2,2,2,7,2,0,2,3,2,6,1,1,1,1,1,0,2,1,2,1,2,0,2,8,2,1,1,1,2,2,2,0,2,0,1,1,66
813,0,2,0,2,0,2,0,2,9,2,0,2,1,2,3,2,0,2,4,2,0,2,6,2,1,2,0,2,7,3,0,2,0,2,0,2,0,2,2,2,1,0
814,5,3,0,2,0,2,2,2,7,2,7,2,2,2,2,2,1,2,1,2,0,2,0,2,1,2,0,2,7,2,4,2,4,2,4,2,0,2,4,3,2,2
823,4,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,5,1,99,2,99,2,4,1,99,2,99,2,5,1,4,1,5,2,99,2,4,2,99,99,4,66
826,0,2,0,2,0,2,0,2,7,3,0,2,0,2,1,3,99,2,6,3,1,2,4,2,4,2,0,2,9,3,0,2,1,2,1,2,1,2,2,2,1,66
839,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,99,99,66
843,5,3,0,2,0,2,1,2,6,3,0,2,4,3,2,3,2,3,4,3,0,2,6,2,1,2,0,2,7,3,5,2,0,2,0,2,0,2,2,2,2,2
851,0,2,0,2,0,2,0,2,0,2,0,2,1,2,0,2,1,2,0,2,0,2,6,2,0,2,1,2,8,2,0,2,1,2,1,2,1,2,2,0,1,1
856,1,1,99,2,0,2,1,1,7,1,0,2,2,1,3,1,1,1,2,1,0,2,2,1,0,2,0,2,8,2,8,1,4,1,1,1,1,1,1,1,2,2
879,6,2,0,2,0,2,0,2,0,2,6,2,0,2,2,2,0,2,2,2,0,2,4,2,0,2,0,2,6,2,0,2,0,2,0,2,0,2,0,0,0,0
883,5,2,0,2,0,2,0,2,8,2,0,2,4,2,3,2,3,2,2,1,3,1,0,2,1,1,0,2,7,2,1,1,1,2,0,2,0,2,4,4,4,3
891,4,2,0,2,0,2,0,2,5,2,5,2,0,2,1,2,1,2,0,2,0,2,4,2,4,2,0,2,5,2,1,2,0,2,0,2,0,2,1,1,1,1
893,9,3,0,2,0,2,0,2,9,1,9,1,2,1,9,3,1,3,0,2,0,2,0,2,0,2,0,2,9,1,0,2,0,2,0,2,0,2,1,2,0,66
897,0,2,0,2,0,2,0,2,2,1,9,1,5,3,5,1,3,1,3,1,3,1,9,1,0,2,2,2,9,3,0,2,0,2,0,2,0,2,3,3,2,66
898,7,2,0,2,0,2,1,2,8,2,8,2,1,2,2,2,1,2,1,2,0,2,4,2,0,2,0,2,9,2,0,2,0,2,0,2,0,2,5,0,0,66
900,0,2,0,2,0,2,1,2,8,2,1,2,1,2,4,2,2,2,0,2,0,2,6,3,1,3,0,2,9,3,5,2,1,3,1,3,0,2,4,3,3,66
901,0,2,1,2,0,2,6,3,2,2,6,3,0,2,0,2,0,2,0,2,0,2,2,3,0,2,2,3,8,3,2,3,2,3,2,3,1,3,2,2,2,66
908,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,99,99,99
910,9,3,0,2,0,2,4,3,7,3,0,2,0,2,3,3,4,3,4,3,6,3,0,2,6,3,0,2,9,3,4,3,0,2,0,2,2,3,5,3,66,66
917,0,2,0,2,0,2,1,2,8,2,8,3,1,2,2,2,2,2,1,2,1,2,2,2,1,2,0,2,9,3,99,2,0,2,2,2,1,1,0,2,99,66
925,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,99,99,99
955,1,2,99,2,99,2,1,2,7,2,7,2,0,2,3,3,2,2,1,2,1,2,0,2,4,2,0,2,4,3,0,2,0,2,0,2,0,2,0,1,1,0
960,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,2,1,1,1
970,99,2,99,2,99,2,99,2,99,2,99,2,99,2,0,2,0,2,0,2,0,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,99,99,99
996,1,2,0,2,0,2,0,2,6,3,6,3,0,2,3,2,1,2,1,2,0,2,2,2,0,2,0,2,4,2,0,2,3,2,1,2,1,2,0,2,2,2
997,0,2,0,2,0,2,0,2,6,2,6,2,1,1,0,2,0,2,0,2,0,2,4,2,0,2,0,2,9,2,0,2,0,2,0,2,1,1,0,0,0,0
998,6,2,0,2,0,2,0,2,4,2,4,2,2,2,6,2,2,2,2,2,0,2,5,2,1,2,2,2,4,2,0,2,0,2,0,2,0,2,0,0,0,0
999,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,0,0,0,0
1000,3,2,0,2,0,2,0,2,6,2,6,2,0,2,1,2,1,2,0,2,0,2,0,2,1,2,0,2,7,3,0,2,0,2,0,2,0,2,99,99,99,0
1001,1,1,4,2,0,2,0,2,0,2,0,2,0,2,4,2,0,2,0,2,0,2,0,2,1,2,0,2,7,2,5,2,0,2,0,2,0,2,1,2,2,66
1002,2,2,0,2,0,2,1,2,7,2,7,1,2,2,6,2,1,1,1,2,1,2,1,2,1,2,0,2,6,2,6,2,2,2,2,2,4,2,0,1,1,2
1003,6,2,0,2,0,2,4,2,7,2,7,2,2,2,3,2,2,2,4,2,0,2,6,2,0,2,0,2,7,2,3,2,3,2,6,3,6,2,3,3,4,66
1006,6,2,0,2,0,2,0,2,8,3,0,2,0,2,0,2,0,2,0,2,0,2,8,3,0,2,0,2,0,2,99,2,99,2,99,2,99,2,99,0,0,99
1007,0,2,0,2,0,2,1,2,7,2,0,2,1,1,3,2,6,3,4,2,0,2,0,2,1,2,0,2,7,3,0,2,1,2,1,2,1,2,0,1,1,66
1008,0,2,0,2,0,2,0,2,6,2,6,1,0,2,1,1,0,2,0,2,0,2,0,2,0,2,6,2,6,2,0,2,0,2,0,2,0,2,0,2,2,1
1012,0,2,0,2,0,2,0,2,0,2,0,2,4,2,1,2,3,2,4,2,0,2,8,3,0,2,0,2,8,3,2,2,0,2,0,2,0,2,1,1,66,66
1013,4,2,0,2,0,2,2,1,7,2,0,2,0,2,0,2,0,2,1,2,0,2,6,2,0,2,0,2,7,2,0,2,0,2,0,2,0,2,0,1,1,0
1018,4,1,99,2,0,2,99,2,99,1,99,2,99,1,1,1,99,2,0,2,99,2,99,1,99,2,0,2,99,2,9,2,99,2,99,2,99,2,0,0,0,99
1019,4,2,0,2,0,2,0,2,6,2,6,2,0,2,4,3,3,2,0,2,0,2,5,3,4,2,0,2,5,3,0,2,1,2,1,2,1,2,2,2,1,66
1023,0,2,0,2,0,2,1,2,7,3,7,2,2,2,4,2,0,2,0,2,0,2,0,2,3,2,0,2,7,2,2,2,0,2,0,2,0,2,0,1,1,66
1024,7,2,1,2,0,2,1,2,7,2,7,2,1,2,4,2,4,2,1,2,1,2,0,2,4,2,0,2,7,2,1,2,2,2,2,2,2,2,1,1,2,66
1026,7,2,0,2,0,2,0,2,5,2,5,2,0,2,6,2,2,2,2,2,0,2,0,2,3,2,0,2,6,2,2,2,4,2,4,2,0,2,2,2,2,66
1028,4,3,0,2,0,2,0,2,7,2,7,1,1,1,6,3,0,2,0,2,0,2,0,2,3,2,0,2,6,2,3,2,1,2,1,2,2,2,3,4,3,2
1029,6,2,0,2,0,2,0,2,7,2,7,2,1,2,0,2,2,2,0,2,2,2,0,2,6,2,0,2,5,2,2,2,0,2,0,2,4,2,2,4,3,66
1031,4,1,0,2,0,2,1,1,7,2,7,1,2,1,3,1,2,1,3,2,0,2,4,2,0,2,4,2,9,2,0,2,0,2,0,2,0,2,2,4,5,0
1037,1,1,1,2,0,2,1,2,5,3,5,3,0,2,2,2,2,2,0,2,2,2,6,2,0,2,1,2,7,2,0,2,0,2,0,2,0,2,2,1,1,0
1038,0,2,0,2,0,2,0,2,5,2,5,2,6,2,3,2,3,2,3,2,1,2,7,3,0,2,0,2,7,3,0,2,0,2,0,2,0,2,1,1,0,66
1040,1,1,0,2,0,2,3,2,3,2,3,2,0,2,6,2,1,2,1,2,1,2,4,2,0,2,0,2,9,2,0,2,0,2,0,2,0,2,1,1,0,0
1042,0,2,0,2,0,2,0,2,7,1,0,2,2,1,2,1,0,2,99,2,0,2,4,1,0,2,0,2,8,2,2,1,99,2,3,2,7,2,2,2,3,3
1062,5,2,0,2,0,2,2,2,0,2,0,2,0,2,2,2,2,2,2,2,1,1,7,3,5,3,0,2,7,2,2,2,1,2,1,2,1,2,4,2,1,66
1065,0,2,0,2,0,2,0,2,1,1,0,2,0,2,6,2,0,2,0,2,0,2,6,3,0,2,3,2,8,2,0,2,0,2,0,2,0,2,0,0,0,0
1078,4,1,0,2,0,2,0,2,4,1,4,1,0,2,4,1,2,1,0,2,0,2,0,2,0,2,2,1,8,1,0,2,0,2,0,2,99,2,0,0,0,0
1082,2,3,0,2,0,2,0,2,0,2,0,2,0,2,3,2,3,2,3,2,1,2,0,2,7,2,0,2,2,2,0,2,0,2,0,2,0,2,2,1,66,66
1088,1,2,0,2,0,2,1,2,7,2,7,2,3,2,3,2,3,2,3,2,0,2,4,2,1,2,0,2,7,2,1,2,7,2,7,2,4,2,99,4,4,66
1105,0,2,0,2,0,2,1,2,7,2,0,2,0,2,5,3,0,2,1,2,0,2,2,2,0,2,0,2,8,2,0,2,3,2,1,2,1,2,1,2,2,66
1106,99,1,0,2,0,2,4,2,1,1,1,1,1,1,1,1,2,2,6,1,0,2,1,1,3,1,0,2,99,1,0,2,1,1,1,1,0,2,0,0,1,1
1107,4,2,0,2,0,2,6,2,6,2,6,2,3,2,6,1,2,2,1,1,1,1,4,2,4,2,1,2,8,3,1,2,1,1,1,1,2,2,2,2,2,2
1112,0,2,0,2,0,2,1,2,7,2,7,2,1,2,6,2,3,2,1,2,0,2,0,2,1,2,0,2,7,2,4,3,5,3,1,3,3,3,2,4,4,66
1116,7,2,99,2,0,2,2,2,0,2,2,1,1,1,8,1,99,2,4,1,0,2,0,2,0,2,0,2,8,1,0,2,0,2,0,2,0,2,0,0,0,0
1118,5,1,0,2,0,2,1,1,1,1,0,2,2,1,4,2,5,2,5,2,3,2,0,2,8,1,0,2,8,2,1,1,3,1,3,1,4,2,5,4,4,66
1122,4,2,0,2,0,2,1,1,6,1,6,1,0,2,2,1,2,1,2,1,2,1,4,2,4,1,0,2,8,2,0,2,0,2,0,2,4,1,1,2,2,2
1123,5,3,0,2,0,2,1,2,7,2,7,2,1,2,3,2,1,2,1,2,1,2,0,2,3,2,0,2,1,1,1,2,1,2,0,2,3,3,4,4,4,4
1125,1,1,4,1,4,1,1,1,6,1,6,1,0,2,0,2,0,2,3,2,0,2,1,2,0,2,0,2,9,1,0,2,1,1,1,1,1,1,0,1,1,1
1126,5,2,0,2,0,2,1,2,6,2,6,3,1,2,1,2,1,2,1,2,0,2,4,3,0,2,0,2,1,1,4,2,3,2,2,2,3,2,1,2,2,2
1128,0,2,0,2,0,2,1,2,6,2,6,2,3,3,7,2,2,2,2,2,0,2,2,1,1,1,0,2,9,3,1,1,0,2,2,2,1,2,2,2,1,0
1137,2,2,99,2,99,2,0,2,5,2,5,2,0,2,2,2,2,2,2,2,2,2,7,2,1,2,99,2,0,2,99,2,0,2,0,2,0,2,1,1,1,66
1138,6,2,0,2,0,2,1,1,7,1,7,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,2,6,1,4,1,1,1,0,2,1,1,2,2,2,1
1146,4,2,0,2,0,2,3,2,0,2,7,2,0,2,5,2,3,2,2,2,2,2,0,2,3,2,0,2,7,1,0,2,1,2,1,2,1,2,2,1,1,66
1148,5,2,0,2,0,2,0,2,5,2,5,2,4,2,4,2,4,2,4,2,4,2,0,2,1,2,0,2,7,3,9,2,3,2,1,2,1,2,2,3,5,66
1149,1,2,0,2,0,2,1,2,9,2,9,2,1,2,2,2,1,2,1,2,0,2,0,2,0,2,0,2,7,3,0,2,1,2,1,2,0,2,2,1,66,66
1150,9,1,0,2,0,2,0,2,0,2,0,2,99,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,7,1,99,2,99,2,99,2,0,2,0,0,66,66
1152,2,2,0,2,0,2,0,2,0,2,0,2,0,2,1,2,1,2,1,2,0,2,4,2,0,2,0,2,7,2,0,2,0,2,0,2,0,2,0,0,0,66
1167,4,1,0,2,0,2,2,1,6,2,6,1,1,1,6,2,1,1,1,1,1,1,4,1,0,2,0,2,6,2,5,1,3,1,2,1,2,1,2,3,3,66
1175,3,3,0,2,0,2,7,2,7,2,7,3,0,2,3,2,0,2,0,2,0,2,7,3,0,2,0,2,7,3,99,2,0,2,0,2,6,3,0,1,3,66
1177,99,2,0,2,0,2,0,2,6,2,0,2,6,2,6,2,6,2,0,2,0,2,0,2,0,2,0,2,99,2,99,2,0,2,99,2,99,2,2,5,5,0
1182,6,3,0,2,0,2,7,2,3,2,3,1,2,2,2,2,2,2,2,2,0,2,8,2,1,2,6,3,6,2,0,2,0,2,0,2,1,2,0,0,0,0
1192,7,2,0,2,0,2,1,2,2,2,6,2,0,2,6,2,3,2,3,2,0,2,4,2,1,2,0,2,7,2,0,2,1,2,1,2,1,2,0,1,66,66
1193,3,1,0,2,0,2,0,2,6,1,6,1,6,1,6,1,0,2,0,2,0,2,0,2,6,1,0,2,6,2,2,1,2,1,0,2,0,2,0,1,2,2
1198,6,2,0,2,0,2,1,1,0,2,0,2,2,2,0,2,0,2,0,2,0,2,0,2,8,2,0,2,6,3,0,2,0,2,0,2,0,2,1,1,3,2
1199,4,1,0,2,0,2,1,1,6,1,0,2,0,2,6,1,1,1,2,1,1,1,2,1,1,1,0,2,7,2,0,2,0,2,0,2,0,2,0,1,1,1
1203,0,2,0,2,0,2,7,2,2,3,7,2,1,2,1,1,0,2,0,2,0,2,0,2,1,2,0,2,8,3,0,2,5,2,1,2,3,2,0,2,2,3
1204,0,2,0,2,0,2,2,2,4,2,0,2,1,2,9,1,1,1,1,1,0,2,2,2,0,2,0,2,9,3,0,2,1,1,1,1,2,2,2,1,1,66
1206,2,2,0,2,0,2,6,2,4,2,7,2,1,2,3,2,3,2,4,2,0,2,0,2,3,2,0,2,9,2,4,2,2,2,1,2,1,2,3,2,2,66
1207,2,2,0,2,0,2,2,2,4,2,4,2,2,2,2,2,0,2,0,2,0,2,4,2,7,2,0,2,7,2,0,2,99,2,99,2,99,2,99,99,99,99
1208,4,1,3,1,0,2,3,1,3,1,2,1,7,1,9,1,9,1,9,1,6,1,1,1,6,1,6,2,6,2,1,1,1,1,2,1,0,2,4,2,1,66
1210,4,1,0,2,0,2,0,2,7,1,0,2,1,1,4,1,2,1,0,2,1,1,1,1,2,1,0,2,5,2,0,2,0,2,0,2,0,2,0,1,1,0
1211,0,2,0,2,0,2,1,3,6,2,6,2,0,2,0,2,0,2,0,2,0,2,5,2,0,2,0,2,9,3,0,2,2,2,2,2,2,2,2,2,2,66
1212,0,2,0,2,0,2,0,2,4,1,4,1,0,2,6,2,3,1,0,2,4,1,0,2,4,1,0,2,8,3,2,2,0,2,2,2,1,1,2,2,66,66
1213,4,2,0,2,0,2,0,2,3,2,3,3,0,2,4,2,0,2,0,2,0,2,0,2,1,2,0,2,8,3,1,2,0,2,0,2,1,2,5,2,66,66
1214,2,2,0,2,0,2,2,1,2,1,2,2,1,1,5,2,4,1,4,2,0,2,0,2,1,1,0,2,9,3,0,2,0,2,0,2,0,2,0,0,66,66
1215,4,3,0,2,0,2,1,2,9,2,9,3,0,2,4,3,1,3,1,3,1,3,0,2,1,1,0,2,2,1,0,2,0,2,2,2,0,2,1,1,66,66
1217,0,2,0,2,0,2,3,3,0,2,0,2,1,2,3,2,3,2,0,2,0,2,0,2,0,2,0,2,8,3,7,2,1,2,1,2,0,2,3,2,3,66
1218,0,2,0,2,0,2,0,2,0,2,8,2,1,1,6,1,0,2,0,2,0,2,6,3,0,2,0,2,7,1,0,2,1,1,0,2,0,2,0,1,1,1
1221,1,2,0,2,0,2,1,2,6,1,0,2,1,2,4,2,3,2,1,2,1,2,0,2,0,2,0,2,9,3,0,2,4,2,2,2,3,2,1,2,2,66
1222,7,2,0,2,0,2,4,2,0,2,7,2,1,2,4,2,99,2,3,2,99,2,0,2,4,2,0,2,7,3,0,2,1,2,1,2,1,2,0,1,2,1
1224,6,1,0,2,0,2,0,2,0,2,0,2,2,1,0,2,0,2,2,1,0,2,1,1,1,1,0,2,7,1,0,2,0,2,0,2,0,2,2,2,0,0
1225,7,2,3,1,0,2,2,2,7,2,0,2,1,2,3,2,5,2,3,2,5,2,0,2,3,2,0,2,7,2,1,2,0,2,0,2,0,2,3,3,1,66
1230,1,2,0,2,0,2,1,2,0,2,0,2,3,2,3,2,2,2,3,2,0,2,0,2,4,2,0,2,8,2,4,2,1,2,1,2,4,2,4,2,3,99
1231,3,2,0,2,0,2,0,2,7,2,7,1,2,2,4,2,2,1,0,2,0,2,4,3,0,2,0,2,9,2,0,2,0,2,0,2,0,2,1,1,1,0
1234,4,2,0,2,0,2,0,2,1,1,1,1,0,2,4,1,4,1,2,1,0,2,0,2,4,1,0,2,4,1,0,2,0,2,0,2,0,2,0,1,1,0
1235,6,1,0,2,0,2,2,1,0,2,0,2,0,2,1,1,0,2,1,1,1,1,0,2,1,1,0,2,2,2,0,2,0,2,1,1,1,1,0,1,1,66
1238,4,2,0,2,0,2,0,2,2,3,0,2,1,2,6,3,2,3,1,2,1,2,0,2,2,2,0,2,7,3,2,3,1,2,1,2,2,3,2,2,4,1
1241,0,2,0,2,0,2,3,2,1,2,7,1,0,2,1,2,1,2,0,2,0,2,4,2,2,2,0,2,7,2,4,2,1,2,1,2,0,2,1,2,2,66
1246,0,2,0,2,0,2,0,2,6,2,6,2,0,2,6,1,0,2,2,1,0,2,2,1,2,1,0,2,2,1,3,2,1,1,1,1,0,2,1,2,3,2
1253,0,2,0,2,0,2,0,2,7,3,7,1,0,2,0,2,0,2,0,2,0,2,0,2,4,3,0,2,5,3,0,2,99,2,0,2,0,2,0,0,0,0
1268,1,2,0,2,0,2,1,2,6,2,0,2,1,1,0,2,0,2,6,1,0,2,0,2,0,2,0,2,9,3,0,2,0,2,0,2,0,2,0,0,0,0
1271,2,1,0,2,0,2,0,2,7,2,0,2,0,2,0,2,0,2,0,2,0,2,6,2,0,2,6,2,7,2,2,2,0,2,0,2,0,2,0,2,2,2
1272,1,2,0,2,0,2,2,2,5,2,5,2,2,2,4,2,1,2,1,2,0,2,4,2,0,2,1,2,3,3,1,2,1,2,1,1,1,2,1,3,2,1
1278,4,1,0,2,0,2,0,2,0,2,0,2,2,1,3,1,4,1,3,1,3,1,0,2,3,1,0,2,4,1,0,2,99,2,0,2,2,1,0,2,2,2
1288,6,3,1,2,0,2,0,2,6,2,1,2,1,2,1,2,6,3,6,3,0,2,0,2,2,2,2,2,7,2,4,2,1,2,1,2,4,2,3,3,2,66
1289,1,2,0,2,0,2,0,2,6,2,0,2,6,2,6,2,0,2,0,2,0,2,0,2,0,2,0,2,8,3,7,2,4,2,4,2,1,2,2,2,2,66
1290,1,1,0,2,0,2,2,2,8,2,8,2,2,2,2,2,1,2,1,2,1,2,7,2,1,2,0,2,4,3,3,3,2,2,2,2,1,2,0,1,1,66
1291,6,2,0,2,0,2,2,2,7,2,7,2,4,1,4,1,4,2,4,1,4,1,4,1,4,1,0,2,6,1,2,1,2,1,2,1,1,1,2,3,2,0
1294,3,2,0,2,0,2,0,2,7,2,0,2,1,2,6,2,4,2,0,2,4,2,0,2,0,2,0,2,4,2,3,2,2,2,0,2,2,2,1,2,2,2
1295,5,1,0,2,0,2,2,2,7,2,7,2,0,2,4,2,0,2,0,2,0,2,4,2,0,2,6,2,8,2,1,2,2,2,1,2,1,2,1,1,66,66
1298,1,1,0,2,0,2,0,2,0,2,0,2,2,1,4,2,4,2,1,2,0,2,3,2,1,1,2,1,5,2,3,1,3,1,0,2,2,2,0,1,2,2
1300,4,3,1,2,0,2,1,2,8,2,8,3,1,2,1,2,1,2,1,2,1,2,1,2,3,2,1,2,8,3,1,3,0,2,0,2,1,3,2,3,0,66
1302,6,2,0,2,0,2,2,2,0,2,0,2,0,2,5,2,1,2,1,2,0,2,0,2,2,2,0,2,8,2,0,2,0,2,0,2,0,2,0,0,0,66
1303,4,2,0,2,0,2,0,2,9,3,9,3,2,2,1,2,99,2,6,3,0,2,3,3,1,2,0,2,8,2,2,2,2,2,2,2,1,2,4,2,2,1
1306,1,2,6,1,0,2,1,2,6,2,6,3,0,2,6,2,1,2,2,1,1,2,3,2,1,2,0,2,8,2,0,2,0,2,0,2,0,2,0,0,0,66
