QBarcode,Milk,MilkSv,SoyMlk,SoyMlkSv,RicMlk,RicMlkSv,Latte,LatteSv,Coffee,CoffeeSv,CofCrm,CofCrmSv,TomJc,TomJcSv,OrngJc,OrngJcSv,Jce100,Jce100Sv,CranJc,CranJcSv,FortJc,FortJcSv,Dsoda,DsodaSv,Rsoda,RsodaSv,Slmfst,SlmfstSv,Water,WaterSv,Beer,BeerSv,WinRed,WinRedSv,WinWht,WinWhtSv,Liquor,LiquorSv,Alc18,Alc30,Alc45,Alc60
3537,4,2,0,2,0,2,1,2,7,2,7,3,0,2,99,2,5,2,4,2,1,2,0,2,5,2,0,2,7,2,0,2,1,2,2,2,1,2,0,1,1,1
3549,1,1,0,2,0,2,0,2,0,2,0,2,0,2,2,2,0,2,0,2,0,2,6,3,0,2,4,2,9,2,0,2,0,2,0,2,0,2,0,0,66,66
3551,0,2,0,2,0,2,0,2,0,2,0,2,0,2,2,1,0,2,0,2,0,2,0,2,2,2,0,2,7,2,0,2,0,2,0,2,0,2,0,0,0,0
3552,1,1,0,2,0,2,4,1,5,1,0,2,0,2,1,1,1,1,1,1,1,1,0,2,1,1,0,2,5,1,0,2,0,2,0,2,0,2,0,0,0,0
3553,1,2,0,2,0,2,0,2,6,2,2,2,1,2,0,2,0,2,1,2,0,2,4,2,1,2,0,2,6,2,1,2,2,2,1,2,1,2,0,1,1,66
3555,5,2,0,2,0,2,0,2,6,2,6,2,0,2,0,2,0,2,2,2,0,2,3,1,0,2,4,3,9,3,0,2,0,2,0,2,0,2,0,1,2,2
3556,4,2,0,2,0,2,1,2,6,2,6,2,1,2,6,2,2,2,1,2,0,2,2,2,0,2,0,2,4,2,3,2,4,2,3,2,4,2,2,2,2,66
3566,5,2,0,2,0,2,0,2,4,1,4,1,1,1,5,1,1,1,1,1,1,1,5,2,1,1,0,2,5,2,1,2,1,1,1,1,1,2,2,2,0,66
3570,7,2,0,2,0,2,1,2,7,2,7,2,1,2,4,2,1,2,1,2,0,2,0,2,4,2,0,2,7,2,7,2,0,2,0,2,4,2,4,4,4,66
3574,4,2,0,2,0,2,2,2,5,2,5,1,0,2,2,1,2,1,0,2,0,2,0,2,2,1,0,2,4,2,4,2,3,2,0,2,0,2,0,2,2,2
3575,0,2,0,2,0,2,0,2,9,2,0,2,2,2,0,2,0,2,1,1,99,2,0,2,1,2,0,2,7,2,7,2,0,2,0,2,0,2,1,5,5,4
3580,7,2,0,2,0,2,1,1,6,1,0,2,3,1,6,1,1,1,1,1,0,2,0,2,1,1,1,1,7,1,1,1,1,1,1,1,1,1,99,99,99,99
3595,5,1,0,2,0,2,0,2,6,2,6,2,3,3,3,2,2,3,4,2,0,2,2,1,4,2,0,2,6,2,7,2,3,2,2,2,2,1,2,3,66,66
3596,2,2,0,2,0,2,0,2,7,2,7,2,1,2,2,2,0,2,2,2,0,2,1,2,0,2,0,2,6,2,0,2,0,2,0,2,0,2,1,2,2,1
3597,3,2,0,2,0,2,0,2,7,2,0,2,0,2,2,2,6,2,4,2,0,2,2,2,0,2,0,2,8,2,1,2,3,2,3,2,3,2,2,2,2,2
3600,1,2,0,2,0,2,0,2,7,2,0,2,2,3,2,2,6,3,6,3,0,2,1,2,1,2,0,2,6,2,0,2,0,2,0,2,2,2,0,3,2,1
3602,5,2,0,2,0,2,0,2,7,2,7,1,1,1,2,2,0,2,0,2,0,2,4,2,0,2,0,2,9,2,0,2,0,2,0,2,0,2,3,3,2,1
3604,0,2,0,2,0,2,0,2,8,3,0,2,0,2,4,3,4,3,2,2,2,3,0,2,4,3,0,2,3,3,7,3,0,2,0,2,4,2,99,99,3,3
3607,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,99,99,99
3609,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,99,99,99
3611,7,2,0,2,0,2,1,1,7,2,7,1,0,2,6,2,6,2,6,1,0,2,1,1,3,1,0,2,7,2,0,2,1,1,1,1,1,1,1,4,3,66
3612,0,2,3,2,0,2,0,2,6,1,1,1,0,2,1,2,2,2,3,2,0,2,4,2,0,2,0,2,8,2,1,2,2,2,2,2,2,2,1,2,2,66
3616,0,2,0,2,0,2,0,2,0,2,0,2,2,2,3,2,2,2,0,2,0,2,0,2,1,2,4,2,9,2,0,2,0,2,0,2,0,2,99,4,4,2
3623,2,2,4,2,1,1,2,2,6,2,6,3,3,3,3,2,3,2,3,2,0,2,2,2,2,2,0,2,9,3,2,2,5,2,1,2,2,2,2,2,66,66
3625,4,2,0,2,0,2,2,2,6,2,0,2,4,2,6,2,2,2,2,2,0,2,2,1,0,2,0,2,7,2,0,2,0,2,0,2,0,2,0,0,0,0
3627,3,2,0,2,0,2,3,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,6,2,0,2,0,2,9,2,0,2,1,2,1,2,0,2,1,2,66,66
3632,2,1,1,1,0,2,1,1,4,1,4,1,1,1,1,1,0,2,1,1,0,2,0,2,4,1,0,2,1,1,0,2,1,1,1,1,1,1,1,1,1,66
3646,0,2,0,2,0,2,0,2,9,3,9,2,4,2,1,2,0,2,4,2,0,2,3,2,0,2,0,2,7,2,7,2,1,2,0,2,0,2,0,0,2,66
3647,0,2,0,2,0,2,0,2,7,3,7,2,4,2,2,2,6,2,2,2,0,2,0,2,1,2,0,2,9,3,5,2,0,2,2,2,1,2,2,2,2,2
3651,6,2,0,2,0,2,2,2,7,2,0,2,0,2,3,3,4,3,4,3,1,3,6,2,1,2,1,2,7,2,2,2,1,2,1,2,0,2,4,4,3,66
3658,6,3,0,2,0,2,0,2,7,2,7,1,4,3,4,2,1,2,3,3,0,2,0,2,0,2,0,2,8,3,2,3,4,3,0,2,1,1,4,4,4,2
3665,1,1,0,2,0,2,1,1,7,2,7,1,1,1,6,2,7,2,2,2,7,1,0,2,6,2,0,2,6,3,4,1,1,1,1,1,1,1,2,2,2,66
3670,5,2,0,2,0,2,0,2,9,2,9,2,3,1,4,2,0,2,3,2,0,2,0,2,4,2,0,2,9,2,5,2,0,2,0,2,0,2,3,3,3,3
3671,4,3,0,2,0,2,1,3,2,3,0,2,4,3,4,3,1,2,0,2,0,2,3,2,3,2,6,2,6,3,4,2,0,2,0,2,0,2,2,2,2,66
3672,3,2,0,2,0,2,2,2,8,3,0,2,3,2,3,2,3,2,0,2,1,1,0,2,5,2,0,2,5,2,5,2,0,2,0,2,0,2,5,4,3,66
3674,0,2,0,2,0,2,0,2,1,2,1,2,0,2,0,2,0,2,2,2,0,2,9,3,0,2,0,2,9,3,1,2,0,2,0,2,2,2,99,99,99,66
3675,0,2,0,2,0,2,0,2,4,1,0,2,1,1,1,1,0,2,0,2,0,2,9,1,1,2,0,2,1,1,2,1,0,2,0,2,9,3,1,3,4,5
3676,99,2,99,2,99,2,99,2,5,1,5,1,4,1,99,2,99,2,99,2,99,2,99,2,2,1,99,2,5,1,2,1,99,2,99,2,99,2,0,1,2,2
3678,4,2,0,2,0,2,2,2,7,2,0,2,1,2,1,2,2,2,2,2,0,2,2,2,1,2,0,2,7,2,0,2,0,2,1,2,1,2,1,1,1,1
3679,0,2,0,2,0,2,1,2,4,2,4,3,0,2,6,2,0,2,6,2,0,2,4,3,4,2,0,2,7,3,2,2,3,2,1,2,1,2,0,1,1,66
3680,3,2,0,2,0,2,0,2,8,2,8,2,6,2,6,2,3,2,0,2,0,2,0,2,4,2,0,2,7,2,2,1,1,2,1,2,0,2,3,4,3,66
3682,0,2,0,2,0,2,1,2,7,3,7,3,6,3,3,3,0,2,0,2,0,2,7,3,0,2,0,2,8,3,0,2,0,2,0,2,0,2,2,2,5,0
3697,1,2,0,2,0,2,1,2,8,2,8,2,6,2,1,2,1,2,1,2,0,2,0,2,0,2,0,2,9,3,2,2,1,2,1,2,1,2,1,1,1,66
3703,0,2,0,2,0,2,0,2,8,2,0,2,6,2,2,1,0,2,0,2,0,2,0,2,0,2,0,2,8,2,1,1,1,1,0,2,0,2,2,2,2,2
3704,7,3,0,2,0,2,0,2,9,2,0,2,0,2,0,2,6,3,1,3,0,2,0,2,1,2,4,3,8,3,1,2,0,2,0,2,1,2,1,1,1,66
3705,4,2,0,2,0,2,0,2,9,2,0,2,0,2,2,2,0,2,0,2,0,2,0,2,2,2,0,2,8,2,1,2,0,2,0,2,0,2,0,1,2,66
3706,9,3,0,2,0,2,0,2,7,3,7,2,1,3,4,2,0,2,2,3,0,2,1,2,1,2,0,2,6,3,2,2,1,2,1,2,0,2,2,2,1,66
3707,2,1,0,2,0,2,1,2,8,1,1,1,1,1,3,1,1,1,1,1,0,2,4,1,1,1,0,2,7,1,2,1,2,1,0,2,2,1,1,1,1,66
3714,0,2,0,2,0,2,0,2,7,2,7,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,8,2,7,2,1,2,0,2,0,2,0,4,4,4
3716,6,3,0,2,0,2,3,2,7,2,7,1,3,2,4,2,4,2,0,2,0,2,0,2,3,2,0,2,6,3,1,2,4,2,0,2,0,2,2,1,2,66
3721,4,2,0,2,0,2,4,3,0,2,0,2,0,2,2,2,1,2,1,2,0,2,7,1,5,1,0,2,9,3,0,2,1,1,1,1,2,1,2,3,3,1
3722,7,2,0,2,0,2,0,2,7,2,7,2,1,2,1,2,1,2,1,2,0,2,0,2,1,2,0,2,7,2,0,2,3,2,3,2,4,2,2,2,2,66
3725,5,1,4,1,0,2,4,1,4,1,4,2,4,1,3,2,3,2,3,2,4,2,6,2,99,2,99,2,2,2,1,1,2,1,0,2,0,2,1,99,99,66
3726,7,2,0,2,0,2,0,2,7,2,7,2,4,2,1,2,0,2,0,2,0,2,1,2,0,2,0,2,8,2,0,2,5,3,0,2,0,2,0,0,0,66
3732,0,2,0,2,0,2,1,1,7,2,0,2,0,2,0,2,0,2,0,2,0,2,1,1,0,2,0,2,4,2,0,2,3,1,3,1,0,2,0,2,2,2
3735,6,3,0,2,0,2,0,2,6,2,6,2,0,2,0,2,0,2,0,2,0,2,4,2,0,2,0,2,6,2,0,2,0,2,0,2,0,2,0,99,0,0
3741,3,2,0,2,0,2,0,2,7,3,0,2,1,2,3,2,1,2,3,2,0,2,6,2,0,2,0,2,7,3,1,2,4,2,7,2,4,2,0,1,1,4
3742,5,3,0,2,0,2,1,2,0,2,0,2,1,2,4,2,4,2,4,2,0,2,1,2,1,2,0,2,6,3,0,2,0,2,0,2,0,2,2,0,0,66
3743,6,2,0,2,0,2,1,2,0,2,0,2,0,2,7,2,6,2,6,2,0,2,0,2,2,1,1,2,4,2,0,2,1,1,1,1,1,1,0,0,66,66
3750,0,2,0,2,0,2,0,2,6,2,6,2,0,2,6,2,6,2,2,2,0,2,0,2,6,1,0,2,6,2,2,1,0,2,0,2,0,2,0,1,1,1
3752,7,3,0,2,0,2,0,2,0,2,0,2,2,3,8,3,4,3,0,2,7,3,0,2,4,2,5,2,7,2,2,3,1,2,1,2,0,2,2,2,1,1
3754,5,2,0,2,0,2,0,2,5,3,1,2,4,2,5,3,5,3,5,3,2,3,2,2,2,2,1,2,9,2,4,2,2,2,1,2,1,2,0,2,3,3
3755,7,2,0,2,0,2,2,3,8,2,1,2,0,2,5,2,5,3,1,2,2,2,4,2,1,2,0,2,7,3,2,2,2,3,3,3,1,2,2,2,2,66
3759,0,2,0,2,0,2,0,2,6,3,0,2,0,2,5,3,5,3,5,3,0,2,6,2,0,2,0,2,8,3,4,2,0,2,0,2,0,2,4,4,5,66
3762,1,1,0,2,0,2,1,2,6,2,6,2,1,1,1,1,0,2,0,2,0,2,7,1,0,2,0,2,5,2,0,2,0,2,0,2,0,2,1,1,1,0
3763,5,2,0,2,0,2,1,2,7,2,7,2,3,2,5,2,5,2,4,2,4,2,6,2,3,2,0,2,9,3,1,2,0,2,2,2,0,2,2,1,1,66
3764,2,2,0,2,0,2,0,2,6,2,0,2,2,2,2,2,0,2,0,2,0,2,0,2,4,2,0,2,8,2,7,2,0,2,0,2,2,2,3,5,66,66
3767,4,2,0,2,0,2,1,2,7,2,0,2,1,2,4,2,1,2,1,2,1,2,2,2,0,2,0,2,5,2,4,2,1,2,4,2,1,2,3,2,2,66
3770,0,2,0,2,0,2,0,2,7,2,0,2,2,2,4,2,3,2,0,2,0,2,0,2,4,2,0,2,7,2,5,2,6,2,0,2,5,2,5,5,4,66
3771,5,1,0,2,0,2,1,1,8,1,8,1,5,1,5,1,5,1,4,1,1,1,2,1,3,1,0,2,8,1,1,1,1,1,1,1,1,1,5,1,1,0
3772,99,2,0,2,0,2,0,2,99,2,99,2,99,2,99,2,99,2,99,2,0,2,0,2,99,2,0,2,99,2,99,2,99,2,99,2,0,2,2,2,2,66
3775,3,2,0,2,0,2,1,1,6,1,6,1,2,1,6,1,1,1,4,1,0,2,2,1,2,1,0,2,8,2,0,2,0,2,0,2,0,2,0,0,0,0
3781,4,2,0,2,0,2,1,2,7,3,2,2,2,2,2,2,3,2,1,2,0,2,1,2,2,2,0,2,7,2,2,2,4,2,4,2,2,3,2,2,2,2
3787,5,2,0,2,0,2,3,2,0,2,0,2,1,2,3,2,2,2,1,2,1,2,4,2,1,2,0,2,8,2,0,2,0,2,0,2,0,2,0,0,0,0
3793,4,1,0,2,0,2,0,2,3,1,3,1,2,1,6,1,6,1,6,1,0,2,0,2,0,2,0,2,5,1,0,2,0,2,0,2,0,2,0,0,0,66
3797,0,2,0,2,0,2,0,2,6,1,6,1,4,1,4,1,0,2,1,1,0,2,8,1,0,2,0,2,8,3,0,2,0,2,0,2,0,2,1,0,0,66
3801,7,3,0,2,0,2,2,2,6,3,0,2,1,2,3,2,3,2,3,2,0,2,0,2,0,2,0,2,7,3,6,2,2,2,2,2,4,2,0,4,4,4
3805,1,2,0,2,0,2,1,2,8,2,8,2,2,2,6,2,6,2,6,2,0,2,0,2,2,2,0,2,6,2,6,2,2,2,0,2,4,2,0,0,2,66
3806,0,2,0,2,0,2,1,2,6,3,6,3,2,3,7,3,1,3,0,2,1,3,0,2,8,3,0,2,7,3,0,2,0,2,0,2,0,2,0,1,1,66
3808,1,2,0,2,0,2,2,2,8,2,8,2,1,2,1,2,1,2,1,2,0,2,1,2,1,2,0,2,7,2,1,2,2,2,0,2,1,2,2,1,66,66
3813,4,2,0,2,0,2,0,2,0,2,0,2,4,2,2,1,4,2,0,2,0,2,0,2,0,2,0,2,4,2,0,2,0,2,0,2,0,2,2,1,66,66
3820,0,2,0,2,0,2,1,1,2,1,8,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,6,2,6,1,3,1,0,2,0,2,0,2,2,1,1,1
3824,1,2,0,2,0,2,1,2,7,3,7,2,1,1,4,1,1,1,0,2,0,2,6,2,0,2,0,2,9,2,1,2,1,2,1,2,1,2,1,1,1,66
3834,6,3,0,2,0,2,0,2,7,2,7,2,3,2,2,2,0,2,1,2,0,2,7,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,3,3,0,0
3835,5,1,0,2,0,2,0,2,0,2,0,2,0,2,6,1,0,2,4,1,0,2,0,2,3,1,0,2,6,1,0,2,0,2,0,2,0,2,0,0,0,66
3837,0,2,0,2,0,2,0,2,1,2,0,2,0,2,4,1,0,2,4,1,0,2,8,2,1,2,0,2,4,2,0,2,0,2,0,2,0,2,2,0,0,66
3838,7,3,0,2,0,2,2,2,7,3,3,1,4,2,2,2,3,2,1,2,0,2,0,2,7,3,6,2,6,3,2,2,1,2,1,2,3,3,3,3,2,66
3839,4,2,1,1,1,1,2,2,8,2,0,2,2,1,3,2,1,2,1,1,1,1,3,2,4,2,3,2,8,3,0,2,0,2,0,2,0,2,4,5,4,0
3844,2,3,0,2,0,2,1,2,7,2,7,3,1,2,4,2,4,2,4,2,1,2,4,2,4,2,0,2,7,2,2,2,2,2,1,2,2,2,2,2,2,66
3845,2,2,0,2,0,2,3,2,0,2,0,2,0,2,0,2,4,2,0,2,0,2,7,2,0,2,0,2,7,2,0,2,0,2,0,2,0,2,0,0,0,66
3850,1,2,0,2,0,2,0,2,6,3,6,2,0,2,1,2,1,2,1,2,2,2,3,2,0,2,0,2,6,3,0,2,0,2,0,2,0,2,0,2,66,66
3863,4,2,0,2,0,2,2,2,7,2,7,2,1,2,9,2,2,2,1,2,0,2,2,2,0,2,0,2,7,2,2,2,7,2,7,2,7,2,0,2,3,4
3864,7,2,0,2,0,2,0,2,0,2,0,2,0,2,6,2,0,2,0,2,0,2,7,1,1,1,0,2,7,2,5,1,0,2,0,2,0,2,0,2,3,2
3865,3,1,0,2,0,2,0,2,7,1,0,2,0,2,6,1,1,1,3,1,0,2,0,2,4,2,5,2,7,2,3,1,5,2,5,2,1,1,4,4,4,4
3867,2,2,0,2,0,2,3,2,0,2,1,1,1,2,1,2,1,2,0,2,0,2,7,2,0,2,0,2,7,2,2,2,0,2,0,2,2,2,2,2,66,66
3868,6,2,0,2,0,2,1,2,7,2,7,2,2,2,4,2,4,2,4,2,1,2,0,2,3,2,0,2,6,2,1,2,1,2,1,2,1,2,2,2,1,66
3875,7,3,0,2,0,2,3,2,6,2,6,3,4,2,4,2,4,2,1,1,1,1,0,2,6,2,2,2,8,3,0,2,0,2,1,1,1,1,5,0,0,66
3881,4,2,0,2,0,2,0,2,0,2,0,2,0,2,5,3,2,3,0,2,0,2,7,2,0,2,0,2,7,3,0,2,0,2,0,2,1,1,3,1,1,66
3884,3,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,3,2,0,2,0,2,3,2,4,2,8,2,0,2,0,2,1,2,0,2,1,1,1,1
3889,6,3,0,2,0,2,1,3,7,2,7,2,0,2,5,2,4,2,1,2,0,2,2,2,0,2,0,2,6,3,0,2,0,2,0,2,0,2,2,1,66,66
3895,7,2,0,2,0,2,1,2,7,2,7,1,1,2,2,1,0,2,3,2,0,2,1,1,1,1,0,2,7,3,4,2,3,2,3,1,3,1,0,1,1,3
3899,1,1,0,2,0,2,0,2,5,3,5,2,0,2,0,2,0,2,0,2,0,2,6,2,0,2,3,2,9,2,0,2,0,2,1,2,1,2,1,2,66,66
3902,0,2,0,2,0,2,0,2,0,2,0,2,0,2,5,2,5,2,3,2,3,2,0,2,3,2,0,2,7,2,0,2,0,2,1,2,1,2,1,66,66,66
3903,0,2,0,2,0,2,1,1,8,1,8,1,0,2,2,1,2,1,3,1,0,2,0,2,1,1,0,2,6,2,1,1,6,1,2,1,0,2,2,2,2,66
3905,5,2,0,2,0,2,3,2,7,2,7,2,1,2,3,2,3,2,3,2,0,2,0,2,2,2,0,2,7,3,1,2,2,2,2,2,0,2,1,2,2,1
3908,6,2,0,2,0,2,0,2,0,2,0,2,0,2,6,1,99,2,1,1,0,2,2,1,6,1,0,2,6,1,7,1,0,2,2,1,0,2,0,2,3,3
3909,3,2,0,2,0,2,4,2,7,2,7,1,0,2,0,2,0,2,0,2,0,2,5,2,0,2,0,2,5,2,0,2,5,2,5,3,2,2,1,2,3,4
3910,4,2,0,2,0,2,4,3,5,3,4,3,0,2,1,1,2,2,1,2,1,2,4,2,0,2,0,2,7,3,3,2,3,3,2,3,2,2,2,2,66,66
3920,1,2,0,2,0,2,1,2,7,3,7,3,2,2,4,2,1,2,0,2,0,2,4,2,0,2,0,2,6,2,4,2,3,3,1,2,4,3,3,3,3,2
3923,0,2,0,2,0,2,0,2,7,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,4,2,0,2,6,2,0,2,0,2,2,0,0,2
3924,4,1,0,2,0,2,1,1,9,1,0,2,4,1,4,1,4,1,4,1,0,2,0,2,4,1,0,2,4,1,4,1,4,1,0,2,0,2,2,2,3,3
3927,4,3,0,2,0,2,1,2,9,3,0,2,1,2,1,2,1,2,0,2,1,2,0,2,3,2,0,2,6,2,6,2,4,2,3,2,1,2,2,3,3,66
3928,7,2,0,2,0,2,1,1,7,3,3,2,1,3,4,3,4,3,4,3,0,2,0,2,1,2,0,2,5,3,3,2,3,2,1,2,0,2,0,2,2,2
3931,0,2,0,2,0,2,1,2,4,2,3,2,1,1,1,1,1,1,0,2,0,2,0,2,0,2,0,2,3,2,1,1,1,1,1,1,0,2,0,2,2,1
3933,5,3,0,2,0,2,0,2,4,1,4,1,0,2,4,2,0,2,0,2,0,2,4,2,0,2,1,2,7,2,0,2,0,2,0,2,0,2,4,5,5,1
3935,0,2,0,2,0,2,1,1,8,3,0,2,0,2,0,2,0,2,0,2,0,2,4,1,0,2,0,2,6,1,0,2,0,2,0,2,0,2,2,1,1,0
3939,5,2,0,2,0,2,2,1,4,1,4,2,3,3,2,3,2,3,2,2,2,2,4,1,1,1,0,2,7,2,0,2,0,2,0,2,0,2,2,0,0,66
3941,6,2,0,2,0,2,0,2,1,1,0,2,0,2,1,2,6,2,1,2,0,2,6,2,0,2,0,2,7,3,0,2,1,2,0,2,0,2,0,0,66,66
3942,0,2,0,2,0,2,2,1,7,1,7,1,0,2,6,1,2,1,3,1,0,2,0,2,0,2,0,2,7,1,0,2,6,1,6,1,0,2,0,0,2,2
3944,0,2,0,2,0,2,0,2,0,2,0,2,0,2,2,2,5,3,0,2,0,2,8,3,0,2,0,2,9,2,0,2,0,2,0,2,0,2,1,1,1,66
3945,6,2,0,2,0,2,4,2,0,2,0,2,3,2,3,2,1,2,3,2,0,2,6,2,0,2,0,2,7,2,0,2,0,2,0,2,0,2,1,1,1,1
3946,7,3,0,2,0,2,0,2,4,2,4,2,3,2,5,2,5,2,3,2,0,2,9,3,0,2,0,2,7,3,0,2,0,2,0,2,0,2,4,4,2,66
3955,6,3,0,2,0,2,4,2,0,2,7,1,0,2,1,2,3,2,0,2,0,2,0,2,1,1,0,2,7,3,0,2,0,2,2,2,0,2,2,2,2,66
3956,5,2,0,2,0,2,0,2,7,2,7,2,2,2,5,2,5,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,2,5,5,5
3957,1,2,0,2,0,2,4,2,7,2,7,2,2,2,4,2,1,2,1,2,1,2,4,2,2,2,0,2,7,2,0,2,1,2,1,2,1,1,0,1,1,1
3958,3,2,0,2,0,2,0,2,6,1,6,1,1,2,6,1,2,2,0,2,0,2,6,1,0,2,0,2,6,2,0,2,1,1,1,1,1,1,0,1,1,0
3959,4,2,0,2,0,2,0,2,6,2,0,2,1,2,1,2,1,2,1,2,1,2,0,2,1,2,0,2,7,2,0,2,0,2,0,2,0,2,0,0,0,0
3961,7,2,0,2,0,2,3,2,5,2,5,2,4,2,4,2,0,2,0,2,0,2,2,2,3,2,4,2,8,2,0,2,0,2,0,2,0,2,2,2,2,0
3964,3,2,0,2,0,2,1,2,7,2,0,2,3,2,6,2,4,2,3,2,0,2,3,2,3,2,1,2,7,2,5,2,6,2,1,2,2,2,2,2,3,2
3965,3,1,0,2,0,2,0,2,7,1,7,1,4,1,3,1,3,1,4,2,0,2,0,2,2,1,0,2,8,2,1,1,1,1,4,1,4,1,2,3,4,3
3968,3,2,0,2,0,2,1,2,6,2,6,2,0,2,6,2,0,2,0,2,0,2,9,3,0,2,0,2,7,2,2,2,0,2,2,2,2,2,2,3,1,1
3970,3,1,0,2,0,2,0,2,4,1,4,1,2,1,2,1,2,1,1,1,0,2,4,1,0,2,0,2,4,1,0,2,0,2,0,2,1,1,3,1,1,0
3972,1,2,0,2,0,2,0,2,0,2,0,2,0,2,2,2,0,2,0,2,0,2,7,3,0,2,0,2,3,2,1,1,2,2,4,2,7,2,1,2,4,66
3978,1,2,1,2,1,2,1,2,6,2,6,2,2,2,6,2,0,2,3,2,0,2,0,2,4,2,0,2,9,2,3,2,4,2,3,2,4,2,2,2,2,2
3979,2,2,0,2,0,2,4,2,8,2,1,2,1,2,4,2,1,2,0,2,0,2,0,2,4,2,1,2,6,2,1,2,2,2,2,2,1,2,2,2,1,66
3982,4,2,1,2,0,2,2,2,2,2,2,2,2,2,0,2,4,2,0,2,0,2,0,2,0,2,4,2,8,2,0,2,0,2,0,2,0,2,0,2,0,0
3986,0,2,0,2,0,2,0,2,7,2,7,2,0,2,0,2,2,2,2,2,0,2,2,1,2,1,0,2,6,2,1,1,3,1,1,1,0,2,1,1,1,66
3989,2,2,0,2,0,2,4,3,0,2,0,2,0,2,1,2,1,2,0,2,0,2,6,2,0,2,0,2,7,3,0,2,0,2,0,2,3,3,2,2,1,66
3990,2,1,0,2,0,2,4,2,0,2,0,2,0,2,1,1,2,2,2,2,0,2,7,2,0,2,0,2,7,2,0,2,1,2,1,2,1,2,1,2,2,2
3993,3,1,0,2,0,2,0,2,7,2,7,1,3,2,3,2,3,2,7,2,3,2,0,2,0,2,0,2,7,2,0,2,4,2,4,2,4,2,1,1,2,66
3995,5,3,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,5,3,99,2,4,2,99,2,99,2,1,1,2,66
3996,1,1,0,2,0,2,7,2,8,2,9,2,2,2,2,2,0,2,0,2,0,2,6,1,0,2,0,2,6,2,1,2,1,2,1,2,1,2,1,1,1,66
3999,2,2,0,2,0,2,1,2,0,2,0,2,0,2,4,2,4,2,4,2,0,2,7,2,0,2,0,2,7,2,0,2,0,2,0,2,0,2,0,0,0,0
4002,6,2,0,2,0,2,2,2,7,2,7,2,1,1,6,1,2,1,2,1,2,1,5,1,0,2,0,2,7,2,0,2,0,2,0,2,0,2,0,0,0,0
4007,2,2,0,2,0,2,1,2,6,2,6,2,1,1,6,2,2,2,3,2,2,2,0,2,6,2,1,2,6,2,6,2,3,2,2,2,1,2,99,2,2,2
4008,7,2,0,2,0,2,1,2,7,2,7,2,1,2,1,2,1,2,1,2,0,2,0,2,3,2,0,2,6,2,1,2,1,2,1,2,7,2,2,3,4,4
4013,6,3,0,2,0,2,1,2,1,2,0,2,2,2,2,3,1,2,1,2,1,3,3,2,4,2,0,2,8,2,2,3,0,2,0,2,2,3,1,3,1,1
4014,0,2,0,2,0,2,2,2,0,2,0,2,0,2,2,2,2,2,1,2,2,2,4,2,0,2,0,2,7,3,3,3,0,2,0,2,0,2,1,2,2,66
4015,1,2,0,2,0,2,1,2,8,2,8,2,1,2,2,3,4,3,3,3,0,2,0,2,0,2,0,2,9,2,4,2,3,3,2,1,1,2,3,4,3,66
4018,1,2,0,2,0,2,0,2,8,2,8,2,1,2,4,2,4,2,0,2,0,2,0,2,3,2,0,2,7,2,4,2,3,2,3,2,2,2,3,2,2,66
4019,0,2,5,2,2,2,1,2,7,3,0,2,0,2,5,2,4,2,3,2,0,2,0,2,0,2,4,2,8,3,9,3,3,3,0,2,0,2,1,1,5,5
4022,2,2,0,2,0,2,0,2,9,1,0,2,0,2,0,2,0,2,0,2,0,2,6,1,6,1,0,2,6,2,2,2,0,2,0,2,0,2,5,5,5,1
4024,1,1,0,2,0,2,99,2,4,1,4,1,2,1,2,1,0,2,0,2,0,2,0,2,4,1,99,2,4,1,0,2,0,2,0,2,0,2,0,1,1,1
4026,4,2,0,2,0,2,0,2,6,2,6,2,0,2,0,2,4,2,0,2,0,2,0,2,0,2,0,2,6,2,0,2,0,2,0,2,0,2,0,1,1,0
4040,5,1,0,2,0,2,5,2,4,2,5,1,0,2,2,2,2,1,0,2,2,1,3,1,1,1,0,2,5,1,0,2,0,2,0,2,0,2,0,0,0,0
4043,7,2,0,2,0,2,0,2,0,2,0,2,0,2,5,2,0,2,0,2,3,2,6,2,0,2,0,2,8,2,0,2,0,2,2,2,2,2,2,1,66,66
4050,5,2,0,2,0,2,3,2,7,2,7,3,1,2,3,2,3,2,3,2,0,2,0,2,4,2,0,2,4,2,3,2,2,2,1,2,2,2,5,5,3,1
