QBarcode,Sex,DOBYear,Age,Country,Ethn,Ethn1,Ethn2,Ethn3,Ethn4,Ethn5,EthnO,EthnOth,EthnDK,Race1,Race2,Race3,Race4,Race5,RaceO,RaceDK,RaceOth,Litho1,Educ,Marital,InsTyp1,InsTyp2,InsTyp3,InsTyp4,InsTypNo,InsTypO,InsTypDK,InsurOth,HHInc,NumSuprt,Litho2,Educ2,Multiracial
772,2,1928,75,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,4981,2,3,,1.0,,,,88.0,,GHI,1,1,4981,2,0
783,2,1962,42,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,4976,4,1,,,1.0,,,,,,5,3,4976,3,0
786,2,1932,72,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,678,4,5,,1.0,,,,,,AARP SUPP,2,1,678,3,0
787,2,1948,56,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,679,5,1,,,1.0,,,,,,6,2,679,3,0
788,2,1921,82,UNITED STATES OF AMERICA,99,99,99,99,99,99,99,,99,0,1,0,0,0,0,0,,7792,1,2,,,,,,,,,99,999,7792,1,0
789,2,1952,50,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,681,5,1,,,1.0,,,,,,5,4,681,3,0
790,2,1932,71,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,682,2,1,,,,,,88.0,,MAILHANDLERS,99,2,682,2,0
791,2,1949,55,UNITED STATES OF AMERICA,99,99,99,99,99,99,99,,99,1,0,0,0,0,0,0,,683,1,1,,1.0,1.0,,,,,,3,4,683,1,0
794,2,1957,47,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,686,3,6,,,1.0,,,,,,3,1,686,3,0
795,2,1942,62,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,694,3,6,,,1.0,,,,,,3,1,694,3,0
796,2,1937,67,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,687,1,3,,1.0,,1.0,,88.0,,SENIOR BLUE,3,1,687,1,0
800,2,1932,71,PANAMA,1,99,99,99,99,99,88,PANAMANIAN,0,0,1,0,0,0,0,0,,691,2,3,,1.0,,1.0,,,,,99,1,691,2,0
802,2,1964,40,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,692,5,1,,,1.0,,,,,,5,6,692,3,0
805,1,1949,55,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,203381,5,1,,,1.0,,,,,,5,4,203381,3,0
809,2,1929,75,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,665,1,3,,1.0,,,,,,,1,0,665,1,0
810,2,1952,52,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,664,4,6,,,1.0,,,,,,5,1,664,3,0
813,1,1940,64,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,203406,4,1,1.0,,,,,,,,5,2,203406,3,0
814,1,1942,62,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,203446,3,1,,,1.0,,,,,,4,2,203446,3,0
823,1,1952,52,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,203375,2,1,,,1.0,,,,,,5,2,203375,2,0
826,1,1946,58,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,203412,2,1,,,1.0,,,,,,5,3,203412,2,0
839,1,1947,57,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,1,0,0,0,0,0,,203348,99,99,,,,,,,,,99,999,203348,99,0
843,1,1939,65,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,203336,4,1,,1.0,,,,,,,2,2,203336,3,0
851,2,1939,65,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3002,3,1,,1.0,1.0,,,,,,3,2,3002,3,0
856,2,1941,63,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3210,99,1,,,1.0,,,,,,5,2,3210,99,0
879,2,1944,61,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,354,2,1,,,1.0,,,,,,3,2,354,2,0
883,1,1932,72,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,203342,1,3,1.0,1.0,,,,,,,6,1,203342,1,0
891,1,1921,83,CANADA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,203966,1,3,1.0,,1.0,,,,,,2,1,203966,1,0
893,1,1948,56,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,203967,4,5,,,,,,88.0,,FIDELIS,1,1,203967,3,0
897,2,1947,57,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3950,3,3,,1.0,,,,,,,1,0,3950,3,0
898,2,1951,53,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3954,5,1,,,1.0,,,,,,4,4,3954,3,0
900,1,1956,48,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,203352,3,1,,,1.0,,,,,,4,4,203352,3,0
901,1,1956,48,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,204426,5,1,,,1.0,,,,,,5,4,204426,3,0
908,2,1922,83,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,4265,2,3,,1.0,,,,,,,2,1,4265,2,0
910,1,1963,41,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,203353,2,1,,,1.0,,,,,,3,3,203353,2,0
917,2,1955,49,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,1,0,0,0,0,0,,4061,3,5,,,1.0,,,,,,3,1,4061,3,0
925,1,1917,88,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,203060,99,99,,1.0,,,,,,,3,2,203060,99,0
955,2,1942,62,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,1,0,0,0,0,0,,5084,3,5,,,,1.0,,,,,2,1,5084,3,0
960,2,1934,70,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,701,3,4,,,1.0,,,,,,3,1,701,3,0
970,2,1913,91,POLAND,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3328,1,3,1.0,,,,,,,AARP,6,999,3328,1,0
996,2,1941,63,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,4990,4,3,,,1.0,,,,,,3,1,4990,3,0
997,2,1939,65,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,4988,2,1,,1.0,,,,88.0,,SUPPLEMENTAL,4,2,4988,2,0
998,2,1938,67,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,711,2,1,,1.0,1.0,,,,,,2,2,711,2,0
999,2,1930,75,CANADA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,710,1,3,,1.0,,,,,,,1,1,710,1,0
1000,2,1918,87,CANADA,0,66,66,66,66,66,66,,77,1,0,0,0,0,0,0,,1674,1,3,1.0,1.0,,,0.0,,,,1,1,1674,1,0
1001,2,1949,55,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,5101,3,1,,,1.0,,,,,,99,999,5101,3,0
1002,2,1933,71,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,5099,2,1,,,,1.0,,,,,3,2,5099,2,0
1003,2,1948,56,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1614,4,1,,,1.0,,,,,,5,3,1614,3,0
1006,2,1941,63,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,4989,2,3,,,,1.0,,,,,1,1,4989,2,0
1007,2,1952,52,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,4987,5,1,,,1.0,,,,,,5,2,4987,3,0
1008,2,1922,83,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3277,1,3,,1.0,1.0,,,,,,1,1,3277,1,0
1012,2,1969,35,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,5098,3,5,,,1.0,,,,,,2,4,5098,3,0
1013,2,1931,73,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3329,2,1,,1.0,1.0,,,,,,3,2,3329,2,0
1018,2,1930,74,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,1,0,0,0,0,0,,859,3,1,,1.0,,,,,,SENIOR BLUE,99,999,859,3,0
1019,2,1947,57,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3325,3,1,,,1.0,,,,,,6,3,3325,3,0
1023,1,1951,53,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,205195,3,1,,,1.0,,,,,,6,999,205195,3,0
1024,1,1950,54,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,1,0,0,0,0,0,,204503,3,4,,,1.0,,,,,,3,1,204503,3,0
1026,1,1951,53,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,201035,4,1,,,1.0,,,,,,5,4,201035,3,0
1028,1,1941,63,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,201036,4,1,,,1.0,,,,,,5,2,201036,3,0
1029,1,1949,55,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,201037,3,1,,,1.0,,,,,,3,3,201037,3,0
1031,1,1942,62,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,0,1,0,0,0,0,,201039,3,1,,,1.0,,,,,,2,4,201039,3,0
1037,2,1937,67,UNITED STATES OF AMERICA,1,0,0,0,0,0,88,,0,1,0,0,0,0,0,0,,4047,3,3,,1.0,,,,,,,6,999,4047,3,0
1038,2,1945,59,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,99,99,99,99,99,99,99,,1612,2,1,,1.0,1.0,,,,,,3,2,1612,2,99
1040,2,1941,63,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,5108,4,1,,,1.0,,,,,,3,2,5108,3,0
1042,2,1940,64,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,5109,3,1,,,1.0,,,,,,77,999,5109,3,0
1062,1,1957,48,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,203761,4,5,,,1.0,,,,,,4,3,203761,3,0
1065,2,1928,78,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,2031,2,1,,1.0,,,,88.0,,BLUE CROSS,2,2,2031,2,0
1078,2,1920,85,UNITED STATES OF AMERICA,99,99,99,99,99,99,99,,99,1,0,0,0,0,0,0,,1611,1,3,,1.0,,,,,,BLUE CROSS BLUE SHIELD,1,999,1611,1,0
1082,2,1966,40,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,4111,5,2,,,1.0,,,,,,3,2,4111,3,0
1088,2,1952,53,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,5030,4,1,,,1.0,,,,,,5,2,5030,3,0
1105,2,1946,58,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3230,3,1,,,,,,,,TRICARE,4,2,3230,3,0
1106,2,1931,75,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,7986,2,1,,1.0,1.0,,,,,,6,2,7986,2,0
1107,1,1921,84,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,204411,2,1,,1.0,,,,,,,2,2,204411,2,0
1112,1,1949,55,UNITED KINGDOM,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,204414,5,6,,,1.0,,,,,,5,1,204414,3,0
1116,2,1922,82,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3219,4,3,,1.0,1.0,,,,,,2,1,3219,3,0
1118,2,1950,54,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3225,2,1,,,1.0,,,,,,4,2,3225,2,0
1122,2,1937,67,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,1,0,0,0,0,0,,3232,1,5,1.0,,,,,,,,6,1,3232,1,0
1123,1,1936,68,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,204420,3,1,,1.0,1.0,,,,,,3,3,204420,3,0
1125,2,1971,72,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3214,5,1,,1.0,,,,,,,6,2,3214,3,0
1126,2,1924,80,UNITED STATES OF AMERICA,99,99,99,99,99,99,99,,99,99,99,99,99,99,99,99,,1646,3,1,1.0,,1.0,,,,,,3,2,3220,3,99
1128,2,1934,70,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3224,3,1,,1.0,,1.0,,,,,77,2,3224,3,0
1137,2,1946,59,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,1,0,0,0,0,0,,4277,1,5,1.0,,,,,,,,77,1,4277,1,0
1138,1,1941,63,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,204393,2,1,,,1.0,,,,,,2,2,204393,2,0
1146,2,1946,58,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,2747,5,1,,,1.0,,,,,,5,5,2747,3,0
1148,1,1951,53,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,205143,5,1,,,1.0,,,,,,5,2,205143,3,0
1149,2,1965,39,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3280,2,1,,,1.0,,,,,,6,2,3280,2,0
1150,2,1963,41,CHINA,0,66,66,66,66,66,66,,66,0,0,0,1,0,0,0,,3215,5,1,,,1.0,,,,,,3,3,3215,3,0
1152,2,1945,59,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3213,3,3,,,1.0,,,,,,99,999,3213,3,0
1167,1,1948,57,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,1,0,0,0,0,0,,203311,2,1,,,1.0,,,,,,3,2,203311,2,0
1175,2,1954,51,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,4845,2,1,,,1.0,,,,,,2,2,4845,2,0
1177,1,1926,79,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,206316,3,1,,1.0,,,,,,,3,2,206316,3,0
1182,2,1938,67,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3207,2,1,,1.0,,,,88.0,,TRICARE FOR LIFE,3,2,3207,2,0
1192,2,1961,43,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3226,2,1,,,1.0,1.0,,,,,3,5,3226,2,0
1193,1,1925,80,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,0,1,0,0,0,0,,200937,1,1,1.0,1.0,,,,,,,2,2,200937,1,0
1198,2,1934,70,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3314,3,4,,1.0,1.0,,,,,,2,1,3314,3,0
1199,2,1936,69,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,4003,1,1,1.0,,,,,,,,2,2,4003,1,0
1203,2,1943,62,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3203,5,1,,,1.0,,,,,,5,2,3203,3,0
1204,2,1951,53,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1595,5,1,,,,1.0,,,,,5,4,1595,3,0
1206,2,1955,50,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,733,3,1,,,1.0,,,,,,3,4,733,3,0
1207,2,1930,75,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,5033,1,3,1.0,1.0,,,,,,,1,1,5033,1,0
1208,2,1958,46,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3321,3,1,,,1.0,,,,,,4,5,3321,3,0
1210,2,1936,69,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3324,2,1,,1.0,,1.0,,,,,3,2,3324,2,0
1211,2,1959,45,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3310,4,4,,,1.0,,,,,,4,2,3310,3,0
1212,2,1962,42,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3319,4,5,,,1.0,,,88.0,,AETNA,5,3,3319,3,0
1213,2,1963,41,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,5034,5,1,,,1.0,,,,,,4,4,5034,3,0
1214,2,1961,43,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,5035,2,1,,,1.0,,,,,,4,2,5035,2,0
1215,2,1960,44,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,2834,3,1,,,1.0,,,,,,4,2,2834,3,0
1217,2,1949,56,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,5036,4,1,,,1.0,,,,,,77,2,5036,3,0
1218,2,1936,69,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3332,2,3,,1.0,1.0,,,,,,2,1,3332,2,0
1221,2,1947,57,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3322,5,1,,,1.0,,,,,,5,3,3322,3,0
1222,2,1940,65,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3318,2,1,,1.0,,,,,,,2,2,3318,2,0
1224,2,1937,67,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,0,1,0,0,0,0,,4009,2,6,,1.0,,,,88.0,,SENECA NATION HEALTH,1,0,4009,2,0
1225,2,1956,49,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,4000,4,1,,,1.0,,,,,,5,2,4000,3,0
1230,1,1938,66,UNITED STATES OF AMERICA,1,1,0,0,0,0,0,,0,1,0,0,0,0,0,0,,204027,3,6,,1.0,,,,88.0,,SENIOR BLUE,2,1,204027,3,0
1231,2,1935,69,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3323,3,1,,1.0,1.0,,,,,,3,2,3323,3,0
1234,2,1923,82,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,1,0,0,0,0,0,,4001,2,3,,1.0,,,,88.0,,SOCIAL SECURITY,99,2,4001,2,0
1235,2,1948,56,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,1,0,0,0,0,0,,3986,1,3,1.0,1.0,,,,,,,77,1,3986,1,0
1238,1,1935,69,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,204359,3,1,,1.0,1.0,,,,,,3,2,204359,3,0
1241,1,1947,58,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,203521,2,1,,,1.0,,,,,,99,2,203521,2,0
1246,1,1937,69,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,203760,4,1,,1.0,,,,88.0,,EXCELLUS,3,2,203760,3,0
1253,2,1936,69,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,2648,2,1,,1.0,,,,,,,2,2,2648,2,0
1268,2,1929,76,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,2615,3,3,,1.0,1.0,,,,,,2,1,2615,3,0
1271,2,1936,69,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3808,3,1,,1.0,,,,88.0,,AETNA,6,2,3808,3,0
1272,2,1942,64,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,441,3,5,,,1.0,,,,,,3,1,441,3,0
1278,1,1935,70,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,204172,4,3,,,,1.0,,,,,4,1,204172,3,0
1288,1,1950,55,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,204173,4,5,,,,1.0,,,,,4,1,204173,3,0
1289,1,1953,53,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,204011,4,1,,,1.0,,,,,,5,2,204011,3,0
1290,1,1946,59,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,204010,3,1,,,1.0,,,,,,5,2,204010,3,0
1291,1,1941,64,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,204008,2,1,,,1.0,,,,,,6,999,204008,2,0
1294,1,1939,66,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,204004,5,1,,1.0,1.0,,,,,,5,2,204004,3,0
1295,2,1962,43,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,2619,3,5,,,1.0,,,,,,3,1,2619,3,0
1298,2,1943,62,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,5037,3,5,,,,1.0,,,,,3,1,4650,3,0
1300,1,1954,51,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,204012,5,1,,,,1.0,,,,,5,4,204012,3,0
1302,2,1948,56,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,2592,5,1,,,1.0,,,,,,5,2,2592,3,0
1303,1,1933,72,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,204007,2,5,,1.0,1.0,,,,,,3,2,204007,2,0
1306,2,1948,56,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,2661,4,1,,,1.0,,,,,,4,2,2661,3,0
1315,2,1963,41,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,2662,5,1,,,1.0,,,,,,3,5,2662,3,0
1319,2,1927,77,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,2668,1,3,,1.0,1.0,,,,,,6,1,2668,1,0
1321,2,1937,68,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,2670,2,1,,1.0,1.0,,,,,,2,2,2670,2,0
1322,1,1947,58,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,203995,2,1,,,1.0,,,,,,6,2,203995,2,0
1324,1,1940,63,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,203908,4,1,1.0,,,,,,,,5,2,203908,3,0
1335,2,1953,52,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,1,0,0,0,0,0,,2665,3,5,,1.0,,,,,,,1,1,2665,3,0
1338,2,1961,43,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1544,5,1,,,1.0,,,,,,4,4,1544,3,0
1339,2,1940,64,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1545,5,1,,,1.0,,,,,,5,2,1545,3,0
1340,2,1974,30,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,0,0,0,1,0,0,,1546,3,1,,,1.0,,,,,,3,2,1546,3,0
1346,2,1927,77,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1538,3,1,,1.0,,,,88.0,,AETNA,3,2,1538,3,0
1347,2,1955,49,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1536,2,1,,,1.0,,,,,,2,2,1536,2,0
1352,1,1953,51,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,203986,3,1,,,,,,88.0,,STATEWIDE IND PPO,6,999,203986,3,0
1353,2,1975,29,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1539,3,6,,,1.0,,,,,,5,2,1539,3,0
1356,2,1947,58,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1535,2,6,1.0,,,,,,,,1,2,1535,2,0
1357,2,1950,55,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1625,3,1,,,1.0,,,,,,4,999,1625,3,0
1360,2,1933,72,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1621,1,3,1.0,1.0,,,,,,,1,1,1621,1,0
1364,1,1944,60,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,203921,5,2,,,1.0,,,,,,4,7,203921,3,0
1367,1,1953,52,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,205117,3,1,,,1.0,,,,,,4,3,205117,3,0
1368,1,1958,46,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,205119,5,6,,,1.0,,,,,,5,1,205119,3,0
1372,1,1942,62,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,202941,2,1,,,1.0,,,,,,5,5,202941,2,0
1377,1,1930,74,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,205203,2,1,,1.0,1.0,,,,,,6,2,205203,2,0
1378,1,1947,58,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,205204,3,1,,,1.0,,,,,,3,2,205204,3,0
1379,1,1947,57,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,205202,4,1,,,1.0,,,,,,5,2,205202,3,0
