QBarcode,Sex,DOBYear,Age,Country,Ethn,Ethn1,Ethn2,Ethn3,Ethn4,Ethn5,EthnO,EthnOth,EthnDK,Race1,Race2,Race3,Race4,Race5,RaceO,RaceDK,RaceOth,Litho1,Educ,Marital,InsTyp1,InsTyp2,InsTyp3,InsTyp4,InsTypNo,InsTypO,InsTypDK,InsurOth,HHInc,NumSuprt,Litho2,Educ2,Multiracial
3787,1,1944,62,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,206988,2,1,,,1.0,,,,,,4,2,206988,2,0
3793,2,1949,57,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,7920,99,6,1.0,1.0,,,,,,,99,999,7920,99,0
3797,2,1948,58,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,7916,2,1,,,1.0,,,,,,6,2,7916,2,0
3801,1,1937,69,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,208636,3,1,,1.0,,,,88.0,,MEDICARE SUPPLEMENT,3,2,208636,3,0
3805,1,1952,54,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,210878,4,5,,1.0,1.0,,,88.0,,TRICARE,5,1,210878,3,0
3806,1,1953,53,CANADA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,208709,1,1,,,,,,88.0,,OHIP,2,3,208709,1,0
3808,2,1964,42,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,8676,2,1,,,1.0,,,,,,4,3,8676,2,0
3813,2,1970,36,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,8681,3,1,,,1.0,,,,,,5,3,8681,3,0
3820,2,1939,68,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,7993,2,5,,1.0,,,,,,,2,1,7993,2,0
3824,2,1957,49,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,7759,2,1,,,1.0,,,,,,3,2,7759,2,0
3834,1,1946,60,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207000,4,1,,,,1.0,,,,,5,2,207000,3,0
3835,1,1947,59,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207001,1,1,,,1.0,,,,,,4,2,207001,1,0
3837,1,1947,59,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207003,2,1,,,1.0,,,,,,4,3,207003,2,0
3838,1,1956,50,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,210879,3,1,,,1.0,,,,,,3,2,210879,3,0
3839,1,1946,60,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207075,3,1,,,1.0,,,,,,4,3,207075,3,0
3844,1,1949,57,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207274,4,1,,,1.0,,,,,,4,3,207274,3,0
3845,1,1950,56,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,206996,3,5,,1.0,1.0,,,,,,3,1,206996,3,0
3850,2,1962,44,CANADA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,8706,4,6,,,1.0,,,,,,6,1,8706,3,0
3863,1,1928,78,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207084,5,1,,1.0,1.0,,,,,,4,2,207084,3,0
3864,1,1945,61,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207083,3,1,,,1.0,,,,,,4,2,207083,3,0
3865,1,1935,71,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207277,2,1,,1.0,,,,,,,2,2,207277,2,0
3867,1,1968,38,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207080,3,6,,,1.0,,,,,,3,1,207080,3,0
3868,1,1948,58,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207279,4,2,,,,,,88.0,,VA,3,1,207279,3,0
3875,1,1955,51,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207011,2,1,,,1.0,,,,,,5,3,207011,2,0
3881,2,1959,47,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,8632,3,1,,,1.0,,,,,,5,5,8632,3,0
3884,2,1935,71,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,8629,2,3,,1.0,,,,,,,6,999,8629,2,0
3889,2,1962,44,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,10326,4,1,,,1.0,,,,,,4,5,10326,3,0
3895,2,1931,75,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,8722,2,1,,1.0,1.0,,,,,,3,999,8722,2,0
3899,2,1964,42,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,8720,3,1,,,1.0,,,,,,4,4,8720,3,0
3902,2,1978,28,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,8717,4,1,,,1.0,,,,,,4,3,8717,3,0
3903,2,1950,56,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,10594,3,1,,,1.0,,,,,,6,3,10594,3,0
3905,2,1938,68,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,8643,3,3,,,1.0,,,,,,3,1,8643,3,0
3908,2,1940,66,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,8640,3,1,,,1.0,,,,,,4,2,8640,3,0
3909,2,1941,65,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,10595,5,1,,,,1.0,,,,,5,2,10595,3,0
3910,2,1971,35,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,8635,3,1,,,1.0,,,,,,5,5,8635,3,0
3920,1,1946,60,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,210902,2,1,,,1.0,,,,,,4,2,210902,2,0
3923,1,1940,66,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,210900,3,1,,1.0,1.0,,,,,,3,2,210900,3,0
3924,2,1934,72,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,10597,4,1,,,1.0,,,,,,2,2,10597,3,0
3927,1,1957,50,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,210892,3,1,,,1.0,,,,,,5,3,210892,3,0
3928,1,1929,77,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207304,2,1,,1.0,1.0,,,,,,3,2,207304,2,0
3931,1,1934,72,CHINA,0,66,66,66,66,66,66,,66,0,0,0,1,0,0,0,,210887,4,1,1.0,,,,,,,,1,2,210887,3,0
3933,1,1944,62,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,210901,2,1,,1.0,1.0,,,,,,5,2,210901,2,0
3935,1,1933,73,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,206584,3,1,,1.0,,,,,,,4,2,206584,3,0
3939,1,1951,55,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,210898,5,1,,,1.0,,,,,,5,4,210898,3,0
3941,2,1966,40,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,9059,3,5,,,,1.0,,,,,4,3,9059,3,0
3942,2,1945,61,FRANCE,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,9058,3,1,,,1.0,,,,,,2,2,9058,3,0
3944,2,1950,56,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,10219,3,1,,,1.0,,,,,,4,2,10219,3,0
3945,2,1944,62,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,9051,3,5,,,1.0,,,,,,3,1,9051,3,0
3946,1,1952,54,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,206583,2,1,,,1.0,,,,,,6,2,206583,2,0
3955,2,1949,57,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,9052,2,1,,,1.0,,,,,,4,2,9052,2,0
3956,1,1932,74,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,206524,2,3,,,1.0,,,,,,3,0,206524,2,0
3957,1,1923,84,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,210889,3,1,,1.0,,,,,,,3,2,210889,3,0
3958,1,1935,72,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,210097,99,99,,,,,,,,,99,999,210097,99,0
3959,1,1921,85,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207016,3,1,,1.0,,,,88.0,,HMO,2,2,207016,3,0
3961,1,1937,70,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,202719,4,5,,1.0,1.0,,,,,,2,1,202719,3,0
3964,1,1939,68,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,210816,5,1,,1.0,1.0,,,,,,3,2,210816,3,0
3965,1,1939,67,HUNGARY,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,210819,3,1,1.0,1.0,1.0,,,,,,4,2,210819,3,0
3968,1,1943,64,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,210812,5,1,,,1.0,,,,,,5,2,210812,3,0
3970,1,1945,61,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,210807,3,5,,,1.0,,,,,,4,2,210807,3,0
3972,1,1947,59,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,210809,5,3,,,1.0,,,,,,5,1,210809,3,0
3978,2,1937,69,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,9171,5,1,,,1.0,,,,,,5,2,9171,3,0
3979,2,1948,58,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,8160,2,6,,,1.0,,,,,,3,3,8160,2,0
3982,2,1930,76,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,10225,3,3,,1.0,,,,,,,2,1,10225,3,0
3986,2,1948,58,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,9172,2,1,,,1.0,,,,,,4,2,9172,2,0
3989,2,1956,50,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,9103,2,1,,,1.0,,,,,,5,4,9103,2,0
3990,2,1939,67,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,9102,2,5,,1.0,1.0,,,,,,3,1,9102,2,0
3993,2,1958,48,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,10230,5,5,1.0,,,,,,,,1,1,10230,3,0
3995,2,1950,56,UNITED STATES OF AMERICA,1,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,,10231,3,5,,,1.0,,,,,,1,1,10231,3,0
3996,2,1948,58,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,9097,3,1,,,1.0,,,,,,5,2,9097,3,0
3999,1,1946,60,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207118,4,1,,,1.0,,,,,,3,2,207118,3,0
4002,1,1928,78,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,204118,2,1,,,1.0,,,,,,5,2,204118,2,0
4007,1,1933,73,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207194,2,1,,1.0,,,,88.0,,TRICARE,6,2,207194,2,0
4008,1,1940,66,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207043,3,1,1.0,,1.0,,,,,,4,2,207043,3,0
4013,1,1946,60,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,210829,3,1,,,1.0,,,,,,5,7,210829,3,0
4014,1,1954,52,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,210827,2,1,,,1.0,,,,,,3,2,210827,2,0
4015,1,1951,56,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,210828,3,1,,,1.0,,,,,,5,3,210828,3,0
4018,1,1948,58,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207404,4,1,,,1.0,,,,,,4,4,207404,3,0
4019,1,1944,62,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,210912,5,6,,,1.0,,,,,,3,1,210912,3,0
4022,1,1945,61,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,210909,1,1,,1.0,,,,,,,2,2,210909,1,0
4024,1,1931,76,UNITED STATES OF AMERICA,77,66,66,66,66,66,66,,66,1,1,0,0,0,0,0,,207408,3,5,,1.0,,,,88.0,,BLUE CROSS BLUE SHIELD,3,1,207408,3,1
4026,1,1946,60,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,210915,5,1,,,1.0,,,,,,4,2,210915,3,0
4040,2,1942,64,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,0,0,0,1,0,0,,9110,3,3,,,1.0,,,,,,2,1,9110,3,0
4043,2,1971,36,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,10240,4,1,,,1.0,,,,,,5,4,10240,3,0
4050,2,1945,61,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,9178,3,5,,,1.0,,,,,,3,1,9178,3,0
4056,2,1937,69,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,1,0,0,0,0,0,,9115,99,3,1.0,1.0,,,,,,,6,999,9115,99,0
4058,2,1941,65,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,1,0,0,0,0,0,,9121,1,5,1.0,1.0,,,,88.0,,COMMUNITY BLUE,2,1,9121,1,0
4059,2,1929,77,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,9120,3,1,,1.0,,,,88.0,,AARP,6,2,9120,3,0
4063,2,1928,78,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,9183,3,1,,,1.0,,,,,,2,2,9183,3,0
4066,2,1927,79,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,9180,2,1,1.0,1.0,1.0,,,,,,3,2,9180,2,0
4067,2,1954,52,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,9179,4,5,,,,1.0,,,,,4,1,9179,3,0
4070,1,1965,41,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,210835,1,1,,,,,,88.0,,FAMILY HEALTH PLUS,3,5,210835,1,0
4074,2,1933,73,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,8089,3,1,,1.0,,,,88.0,,ENCOMPASS 65,3,2,8089,3,0
4076,2,1947,60,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,10575,2,1,,,1.0,,,,,,6,2,10575,2,0
4077,1,1930,76,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,210888,1,4,,1.0,1.0,,,,,,2,1,210888,1,0
4079,1,1955,51,CANADA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207061,4,6,,,1.0,,,,,,6,1,207061,3,0
4080,1,1946,60,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,209729,3,1,,,1.0,,,,,,5,4,209729,3,0
4081,1,1938,68,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207063,5,1,,,1.0,,,,,,6,3,207063,3,0
4082,1,1942,64,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207412,2,1,,,,,,88.0,,BLUE CROSS,4,3,207412,2,0
4083,2,1930,76,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,9163,3,1,,1.0,,,,,,,5,2,9163,3,0
4084,2,1962,44,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,9206,5,5,,,1.0,,,,,,4,2,9206,3,0
4086,2,1968,38,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,9162,5,1,,,1.0,,,,,,5,4,9162,3,0
4088,2,1970,36,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,9125,3,6,1.0,,,,,88.0,,UNIVERA PLUS MED,6,3,9125,3,0
4090,2,1945,61,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,9123,5,1,,,1.0,,,,,,3,2,9123,3,0
4093,2,1944,62,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,9201,2,1,,,,,0.0,,,,3,2,9201,2,0
4099,2,1961,46,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,8093,1,1,,,1.0,,,,,,4,5,8093,1,0
4103,2,1924,82,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,9165,3,1,,1.0,1.0,,,88.0,,TRICARE,6,2,9165,3,0
4107,1,1941,66,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,1,0,0,0,0,0,,210963,2,6,1.0,1.0,,,,,,,1,1,210963,2,0
4118,2,1953,53,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,8011,2,1,,,1.0,,,,,,4,3,8011,2,0
4120,2,1958,49,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,9739,5,5,,,1.0,,,,,,3,4,9739,3,0
4125,2,1951,56,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,10531,3,5,,,1.0,,,,,,3,2,10531,3,0
4126,2,1963,43,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,7928,5,6,,,,1.0,,,,,3,1,7928,3,0
4127,2,1942,64,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,7927,5,99,,,,1.0,,,,,4,1,7927,3,0
4129,1,1936,70,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,210956,3,1,,1.0,1.0,,,,,,3,2,210956,3,0
4132,1,1947,59,CANADA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,210954,5,1,,,1.0,,,,,,5,2,210954,3,0
4134,2,1954,52,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,10533,5,4,,,1.0,,,,,,5,4,10533,3,0
4136,2,1961,45,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,8043,3,1,,,1.0,,,,,,2,2,8043,3,0
4139,1,1950,56,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207166,3,1,,,1.0,,,,,,4,2,207166,3,0
4147,2,1940,66,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,1,0,0,0,0,0,,8042,99,99,,,,,,,,,99,999,8042,99,0
4148,1,1961,45,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,1,0,0,0,0,0,,209741,3,5,,,1.0,,,,,,3,999,209741,3,0
4153,1,1924,82,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207162,2,3,,1.0,1.0,,,,,,99,999,207162,2,0
4157,1,1956,50,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207164,3,1,,,1.0,,,,,,6,3,207164,3,0
4158,1,1957,49,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207145,3,1,,,1.0,,,,,,4,2,207145,3,0
4159,1,1952,54,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207146,3,1,,,1.0,,,,,,5,4,207146,3,0
4160,1,1966,40,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,209713,4,1,,,1.0,,,,,,5,4,209713,3,0
4163,1,1936,70,CANADA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207150,3,1,,,1.0,,,,,,4,3,207150,3,0
4164,1,1945,61,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207151,5,1,,,1.0,,,,,,5,2,207151,3,0
4165,1,1940,67,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,209717,2,1,,,1.0,,,,,,4,2,209717,2,0
4172,2,1947,59,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,8097,4,1,,,1.0,,,,,,3,2,8097,3,0
4173,2,1952,55,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,7961,2,6,,,1.0,,,,,,99,999,7961,2,0
4175,2,1950,57,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,7932,2,5,,,1.0,,,,,,2,1,7932,2,0
4177,2,1942,64,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,7963,5,5,1.0,,,,,,,,1,1,7963,3,0
4179,2,1945,62,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,8484,3,1,,,1.0,,,,,,4,2,8484,3,0
4185,2,1942,64,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,7955,3,1,,,1.0,,,,,,3,2,7955,3,0
4191,2,1964,42,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,7673,3,1,,,1.0,,,,,,4,2,7673,3,0
4193,2,1953,54,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,10547,2,1,,,,,,88.0,,COMMERCIAL,4,3,10547,2,0
4194,2,1941,65,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,7684,5,6,,1.0,1.0,,,,,,4,1,7684,3,0
4198,1,1950,57,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207135,2,5,,,1.0,,,,,,3,1,207135,2,0
4199,1,1948,58,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207136,2,6,,,,1.0,,,,,2,1,207136,2,0
4202,2,1958,49,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,10178,3,1,,,1.0,,,,,,4,3,10178,3,0
4203,1,1949,57,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,208288,4,1,,,1.0,,,,,,5,4,208288,3,0
4204,1,1950,56,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207338,4,1,,,1.0,,,,,,6,2,207338,3,0
4207,1,1929,78,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207340,2,1,1.0,1.0,1.0,,,,,,3,2,207340,2,0
4212,1,1944,62,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,77,,207129,1,1,,1.0,1.0,,,,,,4,4,207129,1,1
4213,1,1954,53,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207130,2,1,,,1.0,,,,,,5,3,207130,2,0
4218,2,1947,60,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,6494,2,5,,,1.0,,,,,,4,1,6494,2,0
4219,2,1947,59,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,8055,1,5,,1.0,1.0,,,,,,1,999,8055,1,0
4221,2,1934,72,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,8054,1,3,,1.0,1.0,,,,,,6,999,8054,1,0
4225,2,1929,78,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,10554,1,3,,1.0,,,,,,,2,1,10554,1,0
4227,2,1961,45,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,8561,3,5,,,1.0,,,,,,4,1,8561,3,0
4230,1,1944,62,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,210961,3,1,,,1.0,,,,,,4,2,210961,3,0
4231,1,1947,59,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,210960,4,1,,,1.0,,,,,,5,4,210960,3,0
4236,1,1942,65,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207261,5,1,,1.0,,,,88.0,,MEDICARE SUPPLEMENT,5,2,207261,3,0
4239,1,1944,62,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207260,2,1,,,,1.0,,,,,3,2,207260,2,0
4240,1,1946,60,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,208292,4,1,,,1.0,,,,,,5,3,208292,3,0
4243,1,1940,67,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207256,1,1,1.0,1.0,,,,,,,2,2,207256,1,0
4247,1,1944,62,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207252,2,1,,,1.0,,,,,,2,3,207252,2,0
4249,1,1936,70,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207250,3,1,1.0,,1.0,,,,,,4,2,207250,3,0
4250,1,1952,55,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,209806,3,2,,,1.0,,,,,,6,999,209806,3,0
